Image_Name,Type,Width,Height,Aspect_Ratio
10-1.png,handwritten,1490,104,14.33
10-10.png,handwritten,1460,118,12.37
10-100.png,handwritten,969,120,8.07
10-101.png,handwritten,1427,108,13.21
10-102.png,handwritten,1419,123,11.54
10-103.png,handwritten,1451,130,11.16
10-104.png,handwritten,1418,128,11.08
10-105.png,handwritten,483,147,3.29
10-11.png,handwritten,1474,98,15.04
10-12.png,handwritten,1477,116,12.73
10-13.png,handwritten,1488,99,15.03
10-14.png,handwritten,1117,121,9.23
10-15.png,handwritten,888,136,6.53
10-16.png,handwritten,1434,123,11.66
10-17.png,handwritten,1338,109,12.28
10-18.png,handwritten,1464,124,11.81
10-19.png,handwritten,1449,137,10.58
10-2.png,handwritten,1501,110,13.65
10-20.png,handwritten,1448,118,12.27
10-21.png,handwritten,1408,90,15.64
10-22.png,handwritten,1417,104,13.62
10-23.png,handwritten,1438,92,15.63
10-24.png,handwritten,1420,115,12.35
10-25.png,handwritten,1377,106,12.99
10-26.png,handwritten,1346,93,14.47
10-27.png,handwritten,1383,97,14.26
10-28.png,handwritten,1341,134,10.01
10-29.png,handwritten,1396,126,11.08
10-3.png,handwritten,1516,100,15.16
10-30.png,handwritten,1402,105,13.35
10-31.png,handwritten,1154,102,11.31
10-32.png,handwritten,1138,100,11.38
10-33.png,handwritten,1338,113,11.84
10-34.png,handwritten,1392,96,14.5
10-35.png,handwritten,1407,108,13.03
10-36.png,handwritten,1429,107,13.36
10-37.png,handwritten,1454,107,13.59
10-38.png,handwritten,1454,125,11.63
10-39.png,handwritten,1424,121,11.77
10-4.png,handwritten,1485,116,12.8
10-40.png,handwritten,1441,122,11.81
10-41.png,handwritten,1450,113,12.83
10-42.png,handwritten,1398,132,10.59
10-43.png,handwritten,1473,128,11.51
10-44.png,handwritten,1467,130,11.28
10-45.png,handwritten,1360,112,12.14
10-46.png,handwritten,1399,125,11.19
10-47.png,handwritten,1475,124,11.9
10-48.png,handwritten,1433,122,11.75
10-49.png,handwritten,1399,112,12.49
10-5.png,handwritten,1493,139,10.74
10-50.png,handwritten,1361,102,13.34
10-51.png,handwritten,846,103,8.21
10-52.png,handwritten,1351,123,10.98
10-53.png,handwritten,1436,109,13.17
10-54.png,handwritten,1410,119,11.85
10-55.png,handwritten,1430,141,10.14
10-56.png,handwritten,1443,125,11.54
10-57.png,handwritten,1424,104,13.69
10-58.png,handwritten,1421,91,15.62
10-59.png,handwritten,1398,103,13.57
10-6.png,handwritten,1484,116,12.79
10-60.png,handwritten,1441,115,12.53
10-61.png,handwritten,1382,116,11.91
10-62.png,handwritten,1429,147,9.72
10-63.png,handwritten,1424,107,13.31
10-64.png,handwritten,668,111,6.02
10-65.png,handwritten,905,91,9.95
10-66.png,handwritten,1401,126,11.12
10-67.png,handwritten,1367,146,9.36
10-68.png,handwritten,1391,136,10.23
10-69.png,handwritten,1406,141,9.97
10-7.png,handwritten,1473,127,11.6
10-70.png,handwritten,1386,114,12.16
10-71.png,handwritten,1395,117,11.92
10-72.png,handwritten,1385,111,12.48
10-73.png,handwritten,1378,122,11.3
10-74.png,handwritten,1358,91,14.92
10-75.png,handwritten,1261,100,12.61
10-76.png,handwritten,1333,97,13.74
10-77.png,handwritten,1459,111,13.14
10-78.png,handwritten,1448,97,14.93
10-79.png,handwritten,1461,98,14.91
10-8.png,handwritten,1516,103,14.72
10-80.png,handwritten,1464,113,12.96
10-81.png,handwritten,1425,89,16.01
10-82.png,handwritten,1438,101,14.24
10-83.png,handwritten,1283,116,11.06
10-84.png,handwritten,1432,109,13.14
10-85.png,handwritten,1428,94,15.19
10-86.png,handwritten,1375,112,12.28
10-87.png,handwritten,1449,113,12.82
10-88.png,handwritten,1389,120,11.57
10-89.png,handwritten,1508,122,12.36
10-9.png,handwritten,1445,102,14.17
10-90.png,handwritten,1433,115,12.46
10-91.png,handwritten,1414,125,11.31
10-92.png,handwritten,1384,180,7.69
10-93.png,handwritten,1428,150,9.52
10-94.png,handwritten,1467,112,13.1
10-95.png,handwritten,1444,124,11.65
10-96.png,handwritten,1483,121,12.26
10-97.png,handwritten,1460,116,12.59
10-98.png,handwritten,1508,99,15.23
10-99.png,handwritten,545,110,4.95
100-1.png,handwritten,506,41,12.34
100-10.png,handwritten,515,47,10.96
100-11.png,handwritten,503,44,11.43
100-12.png,handwritten,499,40,12.47
100-13.png,handwritten,489,41,11.93
100-14.png,handwritten,504,33,15.27
100-15.png,handwritten,506,49,10.33
100-16.png,handwritten,483,48,10.06
100-17.png,handwritten,500,42,11.9
100-18.png,handwritten,500,57,8.77
100-19.png,handwritten,498,59,8.44
100-2.png,handwritten,509,45,11.31
100-20.png,handwritten,494,37,13.35
100-21.png,handwritten,502,50,10.04
100-22.png,handwritten,528,57,9.26
100-23.png,handwritten,490,47,10.43
100-24.png,handwritten,497,45,11.04
100-25.png,handwritten,501,51,9.82
100-26.png,handwritten,499,60,8.32
100-27.png,handwritten,487,54,9.02
100-28.png,handwritten,511,57,8.96
100-29.png,handwritten,489,59,8.29
100-3.png,handwritten,498,42,11.86
100-30.png,handwritten,486,55,8.84
100-31.png,handwritten,505,59,8.56
100-32.png,handwritten,501,63,7.95
100-33.png,handwritten,498,54,9.22
100-34.png,handwritten,494,42,11.76
100-35.png,handwritten,504,46,10.96
100-36.png,handwritten,502,41,12.24
100-37.png,handwritten,488,43,11.35
100-38.png,handwritten,486,38,12.79
100-39.png,handwritten,486,53,9.17
100-4.png,handwritten,502,44,11.41
100-40.png,handwritten,491,44,11.16
100-41.png,handwritten,496,39,12.72
100-42.png,handwritten,489,40,12.22
100-43.png,handwritten,502,46,10.91
100-44.png,handwritten,498,44,11.32
100-45.png,handwritten,499,45,11.09
100-46.png,handwritten,502,52,9.65
100-47.png,handwritten,507,59,8.59
100-48.png,handwritten,505,59,8.56
100-49.png,handwritten,499,60,8.32
100-5.png,handwritten,495,42,11.79
100-50.png,handwritten,503,43,11.7
100-51.png,handwritten,504,59,8.54
100-52.png,handwritten,475,52,9.13
100-53.png,handwritten,492,61,8.07
100-54.png,handwritten,511,69,7.41
100-55.png,handwritten,495,72,6.88
100-56.png,handwritten,510,74,6.89
100-57.png,handwritten,502,68,7.38
100-58.png,handwritten,512,49,10.45
100-59.png,handwritten,511,53,9.64
100-6.png,handwritten,497,37,13.43
100-60.png,handwritten,478,69,6.93
100-61.png,handwritten,514,67,7.67
100-62.png,handwritten,511,83,6.16
100-63.png,handwritten,509,72,7.07
100-64.png,handwritten,508,66,7.7
100-65.png,handwritten,506,68,7.44
100-66.png,handwritten,492,60,8.2
100-67.png,handwritten,505,62,8.15
100-68.png,handwritten,496,57,8.7
100-69.png,handwritten,472,56,8.43
100-7.png,handwritten,494,57,8.67
100-70.png,handwritten,483,59,8.19
100-71.png,handwritten,494,58,8.52
100-72.png,handwritten,499,58,8.6
100-73.png,handwritten,491,52,9.44
100-74.png,handwritten,488,64,7.62
100-75.png,handwritten,492,60,8.2
100-76.png,handwritten,476,63,7.56
100-77.png,handwritten,507,53,9.57
100-78.png,handwritten,510,43,11.86
100-79.png,handwritten,499,64,7.8
100-8.png,handwritten,501,57,8.79
100-80.png,handwritten,489,62,7.89
100-81.png,handwritten,479,73,6.56
100-82.png,handwritten,486,61,7.97
100-83.png,handwritten,506,62,8.16
100-84.png,handwritten,498,66,7.55
100-85.png,handwritten,502,54,9.3
100-86.png,handwritten,492,67,7.34
100-87.png,handwritten,90,42,2.14
100-88.png,handwritten,498,64,7.78
100-89.png,handwritten,489,72,6.79
100-9.png,handwritten,503,50,10.06
100-90.png,handwritten,481,78,6.17
100-91.png,handwritten,500,76,6.58
100-92.png,handwritten,480,95,5.05
11-1.png,handwritten,1287,163,7.9
11-10.png,handwritten,1334,148,9.01
11-11.png,handwritten,1279,174,7.35
11-12.png,handwritten,1288,164,7.85
11-13.png,handwritten,1265,163,7.76
11-14.png,handwritten,1319,155,8.51
11-15.png,handwritten,1372,142,9.66
11-16.png,handwritten,1399,147,9.52
11-17.png,handwritten,1302,143,9.1
11-18.png,handwritten,1293,126,10.26
11-19.png,handwritten,1328,156,8.51
11-2.png,handwritten,1272,145,8.77
11-20.png,handwritten,1345,124,10.85
11-21.png,handwritten,1349,144,9.37
11-22.png,handwritten,1345,159,8.46
11-23.png,handwritten,1322,110,12.02
11-24.png,handwritten,1310,170,7.71
11-25.png,handwritten,1296,131,9.89
11-26.png,handwritten,1351,134,10.08
11-27.png,handwritten,1288,133,9.68
11-28.png,handwritten,1309,173,7.57
11-29.png,handwritten,1324,147,9.01
11-3.png,handwritten,1322,164,8.06
11-30.png,handwritten,1012,164,6.17
11-31.png,handwritten,1333,159,8.38
11-32.png,handwritten,1361,143,9.52
11-33.png,handwritten,1295,149,8.69
11-34.png,handwritten,1390,147,9.46
11-35.png,handwritten,1294,139,9.31
11-36.png,handwritten,1319,149,8.85
11-37.png,handwritten,1285,154,8.34
11-38.png,handwritten,1352,154,8.78
11-39.png,handwritten,1366,154,8.87
11-4.png,handwritten,1362,145,9.39
11-40.png,handwritten,1219,143,8.52
11-41.png,handwritten,1316,145,9.08
11-42.png,handwritten,1339,175,7.65
11-43.png,handwritten,1356,173,7.84
11-44.png,handwritten,1334,151,8.83
11-45.png,handwritten,1331,132,10.08
11-46.png,handwritten,1287,169,7.62
11-47.png,handwritten,1352,147,9.2
11-48.png,handwritten,1286,144,8.93
11-49.png,handwritten,583,137,4.26
11-5.png,handwritten,1358,146,9.3
11-50.png,handwritten,1288,125,10.3
11-51.png,handwritten,1323,136,9.73
11-52.png,handwritten,1368,140,9.77
11-53.png,handwritten,1311,167,7.85
11-54.png,handwritten,1306,146,8.95
11-55.png,handwritten,1365,136,10.04
11-56.png,handwritten,1329,163,8.15
11-57.png,handwritten,1275,167,7.63
11-58.png,handwritten,1241,148,8.39
11-59.png,handwritten,1258,126,9.98
11-6.png,handwritten,1313,170,7.72
11-60.png,handwritten,1343,157,8.55
11-61.png,handwritten,1349,129,10.46
11-62.png,handwritten,1342,145,9.26
11-63.png,handwritten,1313,140,9.38
11-64.png,handwritten,1284,156,8.23
11-65.png,handwritten,1284,142,9.04
11-66.png,handwritten,1326,123,10.78
11-67.png,handwritten,1281,153,8.37
11-68.png,handwritten,1210,186,6.51
11-7.png,handwritten,1334,160,8.34
11-8.png,handwritten,1331,162,8.22
11-9.png,handwritten,1353,146,9.27
12-1.png,handwritten,1320,102,12.94
12-10.png,handwritten,1334,94,14.19
12-100.png,handwritten,1255,108,11.62
12-101.png,handwritten,1369,108,12.68
12-102.png,handwritten,1397,108,12.94
12-103.png,handwritten,1449,108,13.42
12-104.png,handwritten,1418,108,13.13
12-105.png,handwritten,406,112,3.62
12-106.png,handwritten,1206,112,10.77
12-107.png,handwritten,1306,86,15.19
12-108.png,handwritten,1393,86,16.2
12-109.png,handwritten,1393,86,16.2
12-11.png,handwritten,1341,94,14.27
12-110.png,handwritten,1427,93,15.34
12-111.png,handwritten,1427,93,15.34
12-112.png,handwritten,1320,92,14.35
12-113.png,handwritten,914,92,9.93
12-114.png,handwritten,1195,92,12.99
12-115.png,handwritten,1375,92,14.95
12-116.png,handwritten,1405,92,15.27
12-117.png,handwritten,1368,92,14.87
12-118.png,handwritten,1368,92,14.87
12-119.png,handwritten,142,92,1.54
12-12.png,handwritten,280,94,2.98
12-120.png,handwritten,1245,93,13.39
12-121.png,handwritten,1387,93,14.91
12-122.png,handwritten,788,92,8.57
12-123.png,handwritten,1229,107,11.49
12-124.png,handwritten,1346,86,15.65
12-125.png,handwritten,1368,84,16.29
12-126.png,handwritten,1262,82,15.39
12-127.png,handwritten,1202,82,14.66
12-128.png,handwritten,1361,87,15.64
12-129.png,handwritten,1270,90,14.11
12-13.png,handwritten,1305,94,13.88
12-14.png,handwritten,1413,94,15.03
12-15.png,handwritten,1382,100,13.82
12-16.png,handwritten,1340,100,13.4
12-17.png,handwritten,1340,94,14.26
12-18.png,handwritten,1264,84,15.05
12-19.png,handwritten,1264,119,10.62
12-2.png,handwritten,1397,102,13.7
12-20.png,handwritten,1264,86,14.7
12-21.png,handwritten,1350,86,15.7
12-22.png,handwritten,1358,78,17.41
12-23.png,handwritten,958,82,11.68
12-24.png,handwritten,1219,82,14.87
12-25.png,handwritten,1351,91,14.85
12-26.png,handwritten,1373,91,15.09
12-27.png,handwritten,1373,97,14.15
12-28.png,handwritten,1397,97,14.4
12-29.png,handwritten,1397,97,14.4
12-3.png,handwritten,1403,102,13.75
12-30.png,handwritten,1232,98,12.57
12-31.png,handwritten,1375,99,13.89
12-32.png,handwritten,1216,98,12.41
12-33.png,handwritten,1397,98,14.26
12-34.png,handwritten,1397,98,14.26
12-35.png,handwritten,1389,101,13.75
12-36.png,handwritten,666,95,7.01
12-37.png,handwritten,1226,87,14.09
12-38.png,handwritten,1383,89,15.54
12-39.png,handwritten,1395,87,16.03
12-4.png,handwritten,1240,102,12.16
12-40.png,handwritten,1397,93,15.02
12-41.png,handwritten,1352,100,13.52
12-42.png,handwritten,1377,100,13.77
12-43.png,handwritten,780,100,7.8
12-44.png,handwritten,1222,86,14.21
12-45.png,handwritten,1355,103,13.16
12-46.png,handwritten,1421,103,13.8
12-47.png,handwritten,1427,103,13.85
12-48.png,handwritten,1366,102,13.39
12-49.png,handwritten,308,102,3.02
12-5.png,handwritten,1255,102,12.3
12-50.png,handwritten,1213,102,11.89
12-51.png,handwritten,1385,102,13.58
12-52.png,handwritten,1385,102,13.58
12-53.png,handwritten,1385,102,13.58
12-54.png,handwritten,1407,102,13.79
12-55.png,handwritten,932,102,9.14
12-56.png,handwritten,1329,102,13.03
12-57.png,handwritten,1445,102,14.17
12-58.png,handwritten,1410,102,13.82
12-59.png,handwritten,1410,102,13.82
12-6.png,handwritten,262,76,3.45
12-60.png,handwritten,1410,102,13.82
12-61.png,handwritten,406,102,3.98
12-62.png,handwritten,1341,102,13.15
12-63.png,handwritten,432,102,4.24
12-64.png,handwritten,1211,102,11.87
12-65.png,handwritten,834,102,8.18
12-66.png,handwritten,1275,102,12.5
12-67.png,handwritten,1403,109,12.87
12-68.png,handwritten,220,108,2.04
12-69.png,handwritten,1227,108,11.36
12-7.png,handwritten,1213,76,15.96
12-70.png,handwritten,1369,108,12.68
12-71.png,handwritten,1220,78,15.64
12-72.png,handwritten,1403,87,16.13
12-73.png,handwritten,1290,88,14.66
12-74.png,handwritten,290,100,2.9
12-75.png,handwritten,620,104,5.96
12-76.png,handwritten,1277,104,12.28
12-77.png,handwritten,1405,104,13.51
12-78.png,handwritten,1100,104,10.58
12-79.png,handwritten,1243,104,11.95
12-8.png,handwritten,1275,95,13.42
12-80.png,handwritten,1357,104,13.05
12-81.png,handwritten,1461,104,14.05
12-82.png,handwritten,730,104,7.02
12-83.png,handwritten,1255,104,12.07
12-84.png,handwritten,1363,104,13.11
12-85.png,handwritten,1439,104,13.84
12-86.png,handwritten,1439,104,13.84
12-87.png,handwritten,1342,104,12.9
12-88.png,handwritten,1238,104,11.9
12-89.png,handwritten,1363,109,12.5
12-9.png,handwritten,1361,95,14.33
12-90.png,handwritten,266,108,2.46
12-91.png,handwritten,1247,108,11.55
12-92.png,handwritten,1403,108,12.99
12-93.png,handwritten,1413,108,13.08
12-94.png,handwritten,294,108,2.72
12-95.png,handwritten,1267,108,11.73
12-96.png,handwritten,1387,108,12.84
12-97.png,handwritten,284,108,2.63
12-98.png,handwritten,1317,108,12.19
12-99.png,handwritten,556,108,5.15
13-1.png,handwritten,1572,118,13.32
13-10.png,handwritten,1446,100,14.46
13-11.png,handwritten,1501,115,13.05
13-12.png,handwritten,1494,118,12.66
13-13.png,handwritten,1491,115,12.97
13-14.png,handwritten,1449,109,13.29
13-15.png,handwritten,1476,124,11.9
13-16.png,handwritten,1449,115,12.6
13-17.png,handwritten,1504,106,14.19
13-18.png,handwritten,1429,105,13.61
13-19.png,handwritten,1460,106,13.77
13-2.png,handwritten,1548,111,13.95
13-20.png,handwritten,1438,121,11.88
13-21.png,handwritten,1460,127,11.5
13-22.png,handwritten,1523,142,10.73
13-23.png,handwritten,1468,103,14.25
13-24.png,handwritten,1548,108,14.33
13-25.png,handwritten,1529,126,12.13
13-26.png,handwritten,1486,120,12.38
13-27.png,handwritten,1510,129,11.71
13-28.png,handwritten,1412,135,10.46
13-29.png,handwritten,1417,115,12.32
13-3.png,handwritten,1600,105,15.24
13-30.png,handwritten,1444,137,10.54
13-31.png,handwritten,1091,121,9.02
13-32.png,handwritten,906,149,6.08
13-33.png,handwritten,1443,122,11.83
13-34.png,handwritten,1508,103,14.64
13-35.png,handwritten,1509,115,13.12
13-36.png,handwritten,1512,119,12.71
13-37.png,handwritten,1498,127,11.8
13-38.png,handwritten,1418,101,14.04
13-39.png,handwritten,989,148,6.68
13-4.png,handwritten,1507,108,13.95
13-40.png,handwritten,1602,101,15.86
13-41.png,handwritten,1511,117,12.91
13-42.png,handwritten,1524,102,14.94
13-43.png,handwritten,1532,121,12.66
13-44.png,handwritten,1497,112,13.37
13-45.png,handwritten,1466,136,10.78
13-46.png,handwritten,1506,115,13.1
13-47.png,handwritten,1571,127,12.37
13-48.png,handwritten,1341,111,12.08
13-49.png,handwritten,1515,111,13.65
13-5.png,handwritten,1424,88,16.18
13-50.png,handwritten,1310,117,11.2
13-51.png,handwritten,1518,102,14.88
13-52.png,handwritten,1434,100,14.34
13-53.png,handwritten,1487,106,14.03
13-54.png,handwritten,1445,96,15.05
13-55.png,handwritten,1400,94,14.89
13-56.png,handwritten,1391,111,12.53
13-57.png,handwritten,1401,99,14.15
13-58.png,handwritten,1390,112,12.41
13-59.png,handwritten,1414,141,10.03
13-6.png,handwritten,1524,118,12.92
13-60.png,handwritten,1506,114,13.21
13-61.png,handwritten,1461,115,12.7
13-62.png,handwritten,1513,100,15.13
13-63.png,handwritten,1462,104,14.06
13-64.png,handwritten,1265,116,10.91
13-65.png,handwritten,1399,93,15.04
13-66.png,handwritten,1395,98,14.23
13-67.png,handwritten,1356,126,10.76
13-68.png,handwritten,1376,110,12.51
13-69.png,handwritten,1354,110,12.31
13-7.png,handwritten,1494,119,12.55
13-70.png,handwritten,1352,109,12.4
13-71.png,handwritten,1407,127,11.08
13-72.png,handwritten,1382,110,12.56
13-73.png,handwritten,1383,121,11.43
13-8.png,handwritten,1418,98,14.47
13-9.png,handwritten,1524,102,14.94
14-1.png,handwritten,1441,122,11.81
14-10.png,handwritten,1458,129,11.3
14-11.png,handwritten,1458,129,11.3
14-12.png,handwritten,1465,129,11.36
14-13.png,handwritten,1465,129,11.36
14-14.png,handwritten,1465,129,11.36
14-15.png,handwritten,1450,127,11.42
14-16.png,handwritten,1451,127,11.43
14-17.png,handwritten,1468,127,11.56
14-18.png,handwritten,1470,129,11.4
14-19.png,handwritten,1470,129,11.4
14-2.png,handwritten,1445,122,11.84
14-20.png,handwritten,1120,128,8.75
14-21.png,handwritten,1419,141,10.06
14-22.png,handwritten,1376,140,9.83
14-23.png,handwritten,1296,140,9.26
14-24.png,handwritten,1296,140,9.26
14-25.png,handwritten,1367,149,9.17
14-26.png,handwritten,1383,149,9.28
14-27.png,handwritten,1417,149,9.51
14-28.png,handwritten,1417,149,9.51
14-29.png,handwritten,1475,161,9.16
14-3.png,handwritten,1428,122,11.7
14-30.png,handwritten,1475,161,9.16
14-31.png,handwritten,1408,160,8.8
14-32.png,handwritten,1346,160,8.41
14-33.png,handwritten,1316,160,8.22
14-34.png,handwritten,1415,160,8.84
14-35.png,handwritten,1415,160,8.84
14-36.png,handwritten,1421,160,8.88
14-37.png,handwritten,1421,160,8.88
14-38.png,handwritten,1364,160,8.53
14-39.png,handwritten,1389,160,8.68
14-4.png,handwritten,1404,122,11.51
14-40.png,handwritten,1389,160,8.68
14-41.png,handwritten,1456,154,9.45
14-42.png,handwritten,1467,154,9.53
14-43.png,handwritten,1467,154,9.53
14-44.png,handwritten,1467,154,9.53
14-45.png,handwritten,1354,154,8.79
14-46.png,handwritten,1354,154,8.79
14-47.png,handwritten,1372,154,8.91
14-48.png,handwritten,1391,154,9.03
14-49.png,handwritten,1391,154,9.03
14-5.png,handwritten,1429,122,11.71
14-50.png,handwritten,1391,154,9.03
14-6.png,handwritten,1457,122,11.94
14-7.png,handwritten,1457,122,11.94
14-8.png,handwritten,1461,122,11.98
14-9.png,handwritten,1450,129,11.24
15-1.png,handwritten,1562,174,8.98
15-10.png,handwritten,1507,124,12.15
15-11.png,handwritten,1433,163,8.79
15-12.png,handwritten,1605,162,9.91
15-13.png,handwritten,1551,149,10.41
15-14.png,handwritten,1437,150,9.58
15-15.png,handwritten,1412,161,8.77
15-16.png,handwritten,1521,155,9.81
15-17.png,handwritten,1536,131,11.73
15-18.png,handwritten,1503,137,10.97
15-19.png,handwritten,1457,138,10.56
15-2.png,handwritten,1527,158,9.66
15-20.png,handwritten,1481,169,8.76
15-21.png,handwritten,1506,180,8.37
15-22.png,handwritten,1491,135,11.04
15-23.png,handwritten,1375,148,9.29
15-24.png,handwritten,1517,157,9.66
15-25.png,handwritten,1418,169,8.39
15-26.png,handwritten,1457,161,9.05
15-27.png,handwritten,1526,164,9.3
15-28.png,handwritten,1567,193,8.12
15-29.png,handwritten,1530,185,8.27
15-3.png,handwritten,1582,148,10.69
15-30.png,handwritten,1546,190,8.14
15-31.png,handwritten,1585,184,8.61
15-32.png,handwritten,1567,171,9.16
15-33.png,handwritten,1443,162,8.91
15-34.png,handwritten,1578,140,11.27
15-35.png,handwritten,1479,164,9.02
15-36.png,handwritten,1414,176,8.03
15-37.png,handwritten,1481,178,8.32
15-38.png,handwritten,1472,151,9.75
15-39.png,handwritten,1480,163,9.08
15-4.png,handwritten,1565,165,9.48
15-40.png,handwritten,1406,162,8.68
15-41.png,handwritten,1479,175,8.45
15-42.png,handwritten,1594,161,9.9
15-43.png,handwritten,1531,157,9.75
15-44.png,handwritten,1668,164,10.17
15-45.png,handwritten,1594,214,7.45
15-46.png,handwritten,1584,171,9.26
15-47.png,handwritten,1537,153,10.05
15-48.png,handwritten,1512,179,8.45
15-49.png,handwritten,1544,165,9.36
15-5.png,handwritten,1492,149,10.01
15-50.png,handwritten,1504,141,10.67
15-51.png,handwritten,1425,140,10.18
15-52.png,handwritten,1456,136,10.71
15-53.png,handwritten,1337,168,7.96
15-54.png,handwritten,1512,171,8.84
15-55.png,handwritten,1340,161,8.32
15-56.png,handwritten,1570,186,8.44
15-57.png,handwritten,1604,183,8.77
15-58.png,handwritten,1497,205,7.3
15-59.png,handwritten,1550,158,9.81
15-6.png,handwritten,1481,118,12.55
15-60.png,handwritten,1516,163,9.3
15-61.png,handwritten,1548,154,10.05
15-62.png,handwritten,1442,165,8.74
15-63.png,handwritten,1434,171,8.39
15-64.png,handwritten,1449,209,6.93
15-65.png,handwritten,1476,159,9.28
15-66.png,handwritten,1467,167,8.78
15-67.png,handwritten,1520,174,8.74
15-68.png,handwritten,1355,214,6.33
15-69.png,handwritten,1545,195,7.92
15-7.png,handwritten,1439,131,10.98
15-70.png,handwritten,1510,171,8.83
15-8.png,handwritten,1450,152,9.54
15-9.png,handwritten,1524,159,9.58
16-1.png,handwritten,1483,129,11.5
16-10.png,handwritten,1549,121,12.8
16-11.png,handwritten,1525,127,12.01
16-12.png,handwritten,1578,131,12.05
16-13.png,handwritten,1535,133,11.54
16-14.png,handwritten,1549,122,12.7
16-15.png,handwritten,897,160,5.61
16-16.png,handwritten,1574,124,12.69
16-17.png,handwritten,1483,117,12.68
16-18.png,handwritten,1275,98,13.01
16-19.png,handwritten,1567,99,15.83
16-2.png,handwritten,1562,106,14.74
16-20.png,handwritten,1548,101,15.33
16-21.png,handwritten,1572,119,13.21
16-22.png,handwritten,1271,161,7.89
16-23.png,handwritten,1601,131,12.22
16-24.png,handwritten,1449,148,9.79
16-25.png,handwritten,1166,136,8.57
16-26.png,handwritten,1606,138,11.64
16-27.png,handwritten,1569,153,10.25
16-28.png,handwritten,658,123,5.35
16-29.png,handwritten,1581,111,14.24
16-3.png,handwritten,681,107,6.36
16-30.png,handwritten,1599,122,13.11
16-31.png,handwritten,446,107,4.17
16-32.png,handwritten,1543,131,11.78
16-33.png,handwritten,1557,112,13.9
16-34.png,handwritten,1555,104,14.95
16-35.png,handwritten,1584,131,12.09
16-36.png,handwritten,1560,122,12.79
16-37.png,handwritten,989,117,8.45
16-38.png,handwritten,1536,111,13.84
16-39.png,handwritten,1483,134,11.07
16-4.png,handwritten,1513,123,12.3
16-40.png,handwritten,914,124,7.37
16-41.png,handwritten,1456,132,11.03
16-42.png,handwritten,1483,133,11.15
16-43.png,handwritten,1594,116,13.74
16-44.png,handwritten,1525,129,11.82
16-45.png,handwritten,1656,157,10.55
16-46.png,handwritten,1608,153,10.51
16-47.png,handwritten,1576,160,9.85
16-48.png,handwritten,1585,116,13.66
16-49.png,handwritten,1560,134,11.64
16-5.png,handwritten,1530,113,13.54
